seq_num,folder,frame_num,crop_index,arrival_timestamp,interarrival_delay
39600,MVI_39771,32,5,1782347578.2005587,0.0
39601,MVI_39771,12,0,1782347578.2407064,0.04014778137207031
39602,MVI_39761,28,2,1782347578.2809641,0.04025769233703613
39603,MVI_39761,1,4,1782347578.3207324,0.039768218994140625
39604,MVI_39771,16,1,1782347578.3607898,0.04005742073059082
39605,MVI_39781,13,1,1782347578.400688,0.03989815711975098
39606,MVI_39781,18,2,1782347578.440536,0.03984808921813965
39607,MVI_39761,13,5,1782347578.4806585,0.04012250900268555
39608,MVI_39781,37,0,1782347578.520502,0.03984355926513672
39609,MVI_39761,8,3,1782347578.5606804,0.04017829895019531
39610,MVI_39761,32,1,1782347578.601176,0.04049563407897949
39611,MVI_39761,32,4,1782347578.6405907,0.03941464424133301
39612,MVI_39781,50,0,1782347578.680676,0.0400853157043457
39613,MVI_39761,12,3,1782347578.7205007,0.039824724197387695
39614,MVI_39761,17,2,1782347578.76067,0.04016923904418945
39615,MVI_39761,42,0,1782347578.800668,0.03999805450439453
39616,MVI_39771,13,6,1782347578.8414137,0.04074573516845703
39617,MVI_39771,46,0,1782347578.8806672,0.03925347328186035
39618,MVI_39761,6,5,1782347578.9205122,0.03984498977661133
39619,MVI_39761,44,1,1782347578.9608362,0.04032397270202637
39620,MVI_39781,30,0,1782347579.000722,0.039885759353637695
39621,MVI_39771,28,2,1782347579.0407333,0.04001140594482422
39622,MVI_39771,27,4,1782347579.0805266,0.03979325294494629
39623,MVI_39771,42,5,1782347579.1211379,0.04061126708984375
39624,MVI_39771,32,4,1782347579.161007,0.039869070053100586
39625,MVI_39761,38,1,1782347579.200653,0.039646148681640625
39626,MVI_39771,2,2,1782347579.2409308,0.040277719497680664
39627,MVI_39761,41,5,1782347579.2813823,0.0404515266418457
39628,MVI_39771,43,4,1782347579.3207605,0.03937816619873047
39629,MVI_39761,47,6,1782347579.3610482,0.04028773307800293
39630,MVI_39781,1,0,1782347579.4007936,0.039745330810546875
39631,MVI_39761,16,2,1782347579.440489,0.03969550132751465
39632,MVI_39761,50,5,1782347579.481014,0.040524959564208984
39633,MVI_39761,24,2,1782347579.520828,0.039813995361328125
39634,MVI_39781,39,0,1782347579.560872,0.04004406929016113
39635,MVI_39781,3,2,1782347579.601068,0.04019594192504883
39636,MVI_39771,1,2,1782347579.6407897,0.03972172737121582
39637,MVI_39781,12,0,1782347579.680787,0.03999733924865723
39638,MVI_39771,46,1,1782347579.720714,0.039927005767822266
